ID_INVENTARIO,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,DIRECCION_ESTABLECIMIENTO,UBIGEO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_PROVINCIA,PROVINCIA,CODIGO_DISTRITO,DISTRITO,REPRESENTANTE_LEGAL,TELEFONO,WEB,CORREO_ELECTRONICO,CLASE,CATEGORIA,CONSTANCIA_CERTIFICADO,FECHA_EXPEDIENTE,HABITACIONES,CAMAS,CAMAS_POR_HABITACION,ESTADO,FECHA_CORTE
EST-00068,10011231557,BETETA TORRES JESSICA,HOSPEDAJE JESSICA,JR. LIMA 837,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,353F098A5134,964958670,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,048-2018,20180413,17,17,1,ACTIVO,20260609
EST-00069,10424310471,PERALTA TRIGOSO MARLITH,EMPERAL,JR. TUPAC AMARU 443,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B615C56C6ECC,969565218,NO REGISTRADO,PERALTATRIGOSOMARLITH27@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,009-2021,20211104,14,14,1,ACTIVO,20260609
EST-00070,10455942522,SANCHEZ JIMENEZ IVAN ANDREY,EL SECRETO,JR. ATUMPAMPA 333,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,25F470F651BA,949984637,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,051-2018,20180413,6,12,2,ACTIVO,20260609
EST-00071,10075487563,LOPEZ CACERES PERCY ERNESTO,HOSPEDAJE VIKINGO NIGHT INN,JR. LOS TULIPANES S/N SECTOR LA PLANICIE,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B5ADBD39FB26,42631040,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,007-2018,20180129,6,12,2,ACTIVO,20260609
EST-00072,10011202573,LEVEAU GARCIA LIBIA,D´CALIDA ALOJAMIENTO,JR. LIBERTAD 263,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,3020E9CF71C9,994537442,NO REGISTRADO,DCALIDA_ALOJAMIENTO@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,006-2018,20180129,15,30,2,ACTIVO,20260609
EST-00073,10010409549,PENA PENA DE MONSALVE LINDAURA,MORALES BEACH ALOJAMIENTO,JR. ALFONSO UGARTE 247,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,E202E6AB756D,942065035,NO REGISTRADO,JEI.MONSALVE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,013-2019,20190709,40,55,1.4,ACTIVO,20260609
EST-00074,20603951850,GRUPO DELSA PERU SAC,COLMENA SUITES & SPA,JR. MALECON CUMBAZA CDRA. 02,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B9CFAB992F05,941501872,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,001-2019,20190305,6,12,2,ACTIVO,20260609
EST-00075,20603685327,HORSUM & BUND PERU INVESTMENTS S.A.C.,COLINA DE MONTALVA,JR. LOS MARTIREZ CDRA. 3,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,B8C153DD241A,934564576,WWW.COLINADEMONTALVAHOTEL.COM,RESERVAS@COLINADEMONTALVA.COM,NO REGISTRADO,NO REGISTRADO,019-2019,20191021,14,32,2.3,ACTIVO,20260609
EST-00076,15473018079,CHILENO CABALLERO FLORIANO JAVIER,HOSPEDAJE AMASHCA,JR. LOS CEDROS S/N,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,9015D6C4ECDE,942876725,NO REGISTRADO,JAVIER110598@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,006-2016,20160826,10,20,2,ACTIVO,20260609
EST-00077,10444804586,DAVILA HUANCA JEMYN ROCIO,HOSPEDAJE AMORARCA WASI,JR. VIA UNIVERSITARIA 125,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,F54EA268C181,982328296,NO REGISTRADO,JEMYNRDH@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,003-2019,20190320,6,12,2,ACTIVO,20260609
EST-00078,10435335000,DIAZ DELGADO WILCER,PALMAS DEL CARIBE,JR. ALFONSO UGARTE 821,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,94999031EB01,42587278,WWW.HOTELPALMASDELCARIBE.COM,HOTELPALMASDELCARIBE@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,002-2019,20190306,25,29,1.2,ACTIVO,20260609
EST-00079,10425699933,MAS BECERRA MARLON,HOSPEDAJE MAS,JR. CALLAO S/N,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,F7FF9A0E95DC,999999999,NO REGISTRADO,MARLONMASBECERRA@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,044-2018,20180404,15,30,2,ACTIVO,20260609
EST-00080,10414483939,CASIQUE ROJAS RICHARD ALFONSO,DUBAI SUITES,JR. ATUMPAMPA CDRA.5,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,51031DB321C0,957200936,WWW.DUBAISUITES.PE,TARAPOTO.DUBAI@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,022-2017,20170628,15,30,2,ACTIVO,20260609
EST-00081,10336768735,QUIROZ DELGADO NANCY,HOSPEDAJE RESIDENCIAL PLAZA,JR. SARGENTO LORES 115,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,EFAB45130F25,42530609,WWW.RESIDENCIALPLAZAMORALES.COM,RESIDENCIALPLAZAMORALES@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,074-2018,20180625,20,36,1.8,ACTIVO,20260609
EST-00082,10011472767,DEL AGUILA AREVALO VICTOR,ALOJAMIENTO TROPICAL SUITES,PJ. LOS PINOS S/N SECTOR ACHUAL,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,A35DC7C54A75,954652465,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,043-2018,20180404,9,18,2,ACTIVO,20260609
EST-00083,10010927493,SALAS AREVALO MERLECIT,HOSPEDAJE LA RAMADA,CAR. MARGINAL NORTE K-04 SECTOR RAMADA,220910,22,SAN MARTIN,09,SAN MARTIN,10,MORALES,3D7431DB66F6,42601080,NO REGISTRADO,LARAMADA006@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,CONSTANCIA N°063-2018-GRSM-DSRCETUR-BM,20180605,16,32,2,ACTIVO,20260609
EST-00084,10070377425,RODRIGUEZ TYNAN ARMANDO DANIEL,TAMBO ILISION,JR. AGUAJALES 604,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,7325C35B566A,942754466,WWW.TAMBOILUSION.COM,INFO@TAMBOILUSION.COM,NO REGISTRADO,NO REGISTRADO,046-2018,20180411,6,12,2,ACTIVO,20260609
EST-00085,20604975531,GURUTRAVEL E.I.R.L.,GURU HOSPEDAJE,JR. SINCHI ROCA 221,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,E7D669E93A73,978420513,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,020-2019,20191022,12,24,2,ACTIVO,20260609
EST-00086,20602987524,HOSTAL POR AHI NO SOCIEDAD ANONIM A CERRADA - HOSTAL POR AHI NO S.A.C.,ALOJAMIENTO POR AHI NO,CAR. MARGINAL SUR 110,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,E1DC15528B93,942052088,NO REGISTRADO,ZAMIR.VISOZA@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,085-2018,20181218,12,24,2,ACTIVO,20260609
EST-00087,20450487130,INVERSIONES ROCA VARELA S.A.C.,HACIENDA DON VICENTE,JR. SAN JUAN S/N,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,CB71922A9229,998402789,NO REGISTRADO,HACIENDADONVICENTE1@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,018-2018,20180131,6,11,1.8,ACTIVO,20260609
EST-00088,10009069874,PANDURO REATEGUI ANA,RESIDENCIAL RIO,JR. PRIMERO DE ABRIL 629,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,7D9E41161D77,957639114,NO REGISTRADO,RESIDENCIALRIO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,002-2016,20160118,0,0,0,ACTIVO,20260609
EST-00089,20601882249,BRISA DEL HUALLAGA DE PICOTA E.I.R.L.,RESIDENCIAL BRISAS DEL HUALLAGA,JR. FRANCISCO BOLOGNESI 106,220701,22,SAN MARTIN,07,PICOTA,01,PICOTA,454FC70869AD,953601987,NO REGISTRADO,RA22389@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,008-2017,20170303,14,19,1.4,ACTIVO,20260609
EST-00090,10736374884,GARCIA TUESTA LESLY ALEJANDRA,ALOJAMIENTO BERNITA,JR. BOLOGNESI 587,220701,22,SAN MARTIN,07,PICOTA,01,PICOTA,8A173286EC4C,942441530,NO REGISTRADO,GARCIADJ1717@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,009-2019,20190628,9,12,1.3,ACTIVO,20260609
EST-00091,10009519195,PANDURO PEREZ EDGAR,ALOJAMIENTO LOS JARDINES,JR. SAN MARTIN 1725 BARRIO ANCOHALLO,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,1CB35384B1B6,951638535,NO REGISTRADO,EDGARPP4@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,011-2020,20201126,15,30,2,ACTIVO,20260609
EST-00092,10009027578,CORAL DE PINEDO TEODORA,HOSPEDAJE RESIDENCIAL PINEDO,JR. SAN MARTIN 498,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,32CAA0CE477B,42543177,NO REGISTRADO,GENOVEVAPINEDO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,264-2013,20131017,11,13,1.2,ACTIVO,20260609
EST-00093,10009013038,PANDURO DIAZ MARIO,ALOJAMIENTO ELVIS,JR. SAN MARTIN 945 BARRIO LA PLAZA,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,CCA20F0A3606,42543215,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,096-2012,20120327,17,33,1.9,ACTIVO,20260609
EST-00094,10009023734,AMASIFUEN SANGAMA FELICITAS,HOSPEDAJE GABY MABEL,JR. MARCOS MORI RIOS 705,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,A65F8AFC9A54,42543830,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,141-2014,20140610,12,16,1.3,ACTIVO,20260609
EST-00095,20542369991,INVERSIONES CEGUR E.I.R.L.,LAMAS SUITES,JR. EL INKA 147,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,9D50D92B4A38,990321142,NO REGISTRADO,CEGURO-EDITORES@YAHOO.ES,NO REGISTRADO,NO REGISTRADO,151-2014,20140703,6,12,2,ACTIVO,20260609
EST-00096,10009038821,ZEGARRA DE SAAVEDRA MARIA DOLORES,ALOJAMIENTO CAFE RESTAURANT EL ABUELO FELIPE,JR. SAN MARTIN 1027 BARRIO LA PLAZA,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,3C64CD2E59E1,543451,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,163-2012,20121023,7,12,1.7,ACTIVO,20260609
EST-00097,10099069746,REATEGUI SANCHEZ EMERSON,HOSPEDAJE EL PRIMER PISO,JR. SAN MARTIN S/N,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,FB34CE1515B7,947010274,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,093-2012,20120327,6,12,2,ACTIVO,20260609
EST-00098,20601439434,ASOCIACION DE GESTION TURISTICA DE CHIRIYACU - AGT CHIRIYACU ASOCACION,AGT - CHIRICYAKU,JR. COMUNIDAD NATIVA CHIRICYAKU S/N COMUNIDAD NATIVA CHIRICYAKU - ALTO CUMBAZA,220508,22,SAN MARTIN,05,LAMAS,08,SAN ROQUE DE CUMBAZA,7373E17EB2DB,974810555,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,059-2018,20180523,6,12,2,ACTIVO,20260609
EST-00099,20600065115,CHIRAPA MANTA S.A.C.,CHIRAPA MANTA,JR. LA BANDA DE SAN ROQUE S/N,220508,22,SAN MARTIN,05,LAMAS,08,SAN ROQUE DE CUMBAZA,E34918835A16,963756234,WWW.CHIRAPAMANTA.COM,CHIRAPAMANTA@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,030-2017,20170907,6,12,2,ACTIVO,20260609
EST-00100,10416880668,CHUNG GONZALES DYLAN RANDY,CASA HOSPEDAJE LA SANGAPILLA,JR. 16 DE OCTUBRE 114 BARRIO SUCHICHE,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,269821A52BDB,945995980,WWW.HOSPEDAJESANGAPILLA.COM,CASASANGAPILLA@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,033-2017,20170925,11,21,1.9,ACTIVO,20260609
EST-00101,10100077707,LAY DE PONCE NISSE,CASA HOSPEDAJE QUILLOSISA,JR. SUCRE C3,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,D10552A8D1AF,975249197,NO REGISTRADO,CASAQUILLOSISA@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,008-2020,20201030,6,12,2,ACTIVO,20260609
EST-00102,10009042119,REATEGUI VDA DE RUIZ ZADITH,ALOJAMIENTO JORALGI,JR. SAN MARTIN 1068 BARRIO LA PLAZA,220501,22,SAN MARTIN,05,LAMAS,01,LAMAS,8729EB1E5B33,42502147,NO REGISTRADO,AJORALGI@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,057-2018,20180509,20,46,2.3,ACTIVO,20260609
EST-00103,10279795089,SUAREZ CARHUATANTA LUZMILA,CHAVARRY,JR. MIGUEL GRAU S/N,220502,22,SAN MARTIN,05,LAMAS,02,ALONSO DE ALVARADO,18058947379D,976696053,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,052-2018,20180420,10,10,1,ACTIVO,20260609
EST-00104,10337285096,GUIVIN OB DE MAS MARCELINA,HOSPEDAJE FATIMA,AV. CAJAMARCA SUR 723,220804,22,SAN MARTIN,08,RIOJA,04,NUEVA CAJAMARCA,011AEF55DBC9,998993570,NO REGISTRADO,MIMAGUI74@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,001-2021,20210924,10,20,2,ACTIVO,20260609
EST-00105,20450216888,J Y J SERVICIOS TURISTICOS Y MULTIPLES E.I.R.L.,HOSPEDAJE NAVARRO,JR. PEDRO DE URZUA 363 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,BD7867CE7676,42583142,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,022-2018,20180131,15,26,1.7,ACTIVO,20260609
EST-00106,10165634450,SALDANA SANCHEZ JAIME IVAN,HOSPEDAJE SANTA ROSA,JR. SANTA ROSA 546 BARRIO COMERCIO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,C304A3F44A86,42520215,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,010-2018,20180131,11,15,1.4,ACTIVO,20260609
EST-00107,10404333718,GUERRERO TACURI EMILIO OMAR,HOSPEDAJE SOL TROPICAL,AV. AVIACION 306 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,0ACC4AF788B5,993247325,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,021-2018,20180131,21,25,1.2,ACTIVO,20260609
EST-00108,10010621238,MELENDEZ O. SILVIO SUCESION INDIVISA,ALOJAMIENTO MELENDEZ,JR. PEDRO DE URZUA 464,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,DF97B9699255,42532468,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,002-2018,20180129,7,12,1.7,ACTIVO,20260609
EST-00109,20572150209,MULTISERVICIOS MARVI E.I.R.L.,AMAZON RIVERS,CALLE LOS LIRIOS 247 BARRIO LOS JARDINES,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,B0E38C1211C8,942924363,NO REGISTRADO,BERLITHFT@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,001-2018,20180117,16,32,2,ACTIVO,20260609
EST-00110,10010731581,RIOS MOZOMBITE SEGUNDO ANGEL,ALOJAMIENTO EL AGENTE,JR. LIMA 783,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,EAFA6BF70A39,986758633,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,049-2017,20171213,21,42,2,ACTIVO,20260609
EST-00111,10734242875,ZURITA TAFUR ARON JUNIOR,HOSPEDAJE ZURITA,JR. ANDRES AVELINO CACERES 431,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,D1520C12D71B,942617018,NO REGISTRADO,PALMERASTOURS@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,048-2017,20171213,15,30,2,ACTIVO,20260609
EST-00112,20601423031,SAUCE INN FATIMA CAMILA E.I.R.L.,RESIDENCIAL SAUCE INN FATIMA CAMILA,JR. SAN MARTIN 127,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,9D45116389FC,942889047,WWW.FATIMACAMILA.COM,VENTAS@SAUCEINN.COM,NO REGISTRADO,NO REGISTRADO,040-2017,20171110,19,29,1.5,ACTIVO,20260609
EST-00113,10009493579,GONZALES GUEVARA CIRO,MOTEL CIRO,JR. JIMENEZ PIMENTEL 1083,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,69FEBE08DECC,42583163,NO REGISTRADO,MOTELCIRO13@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,038-2017,20171109,8,16,2,ACTIVO,20260609
EST-00114,20548062722,OPTIMUS TRADING S.A.C.,ALOJAMIENTO BAMBU,JR. MANUELA MOREY 521,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,C3207F0153F4,42584272,NO REGISTRADO,TARAPOTO.BAMBU@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,039-2017,20171109,6,12,2,ACTIVO,20260609
EST-00115,10407446009,SILVA VASQUEZ DALILA,HOSPEDAJE JHUNIOR,JR. MANCO INCA 249 URBANIZACION 9 DE ABRIL,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,0DE088B98A92,42585930,NO REGISTRADO,ALQUILERES.WILDERALARCON@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,034-2017,20170929,16,31,1.9,ACTIVO,20260609
EST-00116,10097263651,HUARCA CONDORI LUZ ELVIRA,ALOJAMIENTO AHUASHIYACU,JR. MARTIN DE LA RIVA 240,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,C5256C4EC11C,942693654,WWW.ALOJAMIENTOAHUASHIYACU.COM,RESERVASAHUASHIYACU@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,024-2017,20170711,16,26,1.6,ACTIVO,20260609
EST-00117,10010740351,REATEGUI SORIA MARIA VICENTA,HOSPEDAJE VILUZ,JR. CABO A. LEVEAU 340 BARRIO COMERCIO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,277877C21F42,425252,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,017-2017,20170502,20,37,1.8,ACTIVO,20260609
EST-00118,10011280604,GELACIO CACHAY JOSE FERNANDO,HOSPEDAJE VISTA VERDE,JR. RAMON CASTILLA 930,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,AB79EA1EC691,942847330,NO REGISTRADO,HOSTALVISTAVERDE@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,016-2017,20170426,14,19,1.4,ACTIVO,20260609
EST-00119,20494004110,CASANOVA GRUPPO E.I.R.L.,POSADA FLOR DEL VALLE,JR. NICOLAS DE PIEROLA 578 BARRIO COMERCIO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,F3B87E33A1D7,943886961,NO REGISTRADO,CASANOVA.GRUPPO.EIRL@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,014-2017,20170327,10,15,1.5,ACTIVO,20260609
EST-00120,10010614703,BARTRA GARDINI ROLANDO,HOSPEDAJE ROLANDO,JR. AUGUSTO B. LEGUIA 225,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,76C1AE321312,975531067,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,013-2017,20170314,30,32,1.1,ACTIVO,20260609
EST-00121,10063720530,BARDALEZ LINAREZ JORGE WILLIAM,ALOJAMIENTO GRAU,JR. GRAU 243 BARRIO PARTIDO ALTO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,CC6B827C42E1,42523777,NO REGISTRADO,SANCHEZDIAZALBERTO05@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,009-2017,20170306,12,23,1.9,ACTIVO,20260609
EST-00122,10011322650,TRIGOSO FLORES SELMITH,ALOJAMIENTO LOS GIRASOLES II,JR. RAMON CASTILLA 1098,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,54351958E955,999842169,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,NO REGISTRADO,007-2017,20170209,20,40,2,ACTIVO,20260609
EST-00123,10009312752,ARELLANO PISCO JUDITH,SACHAHUASCA BACKPACKER,JR. SINCHI ROCA 256 URBANIZACION 9 DE ABRIL,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,408A0BA8F910,955963112,NO REGISTRADO,SACHAHUASCABP@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,003-2017,20170118,6,12,2,ACTIVO,20260609
EST-00124,20600906942,HOSTAL RENZO E.I.R.L.,HOSPEDAJE RENZO,JR. JIMENEZ PIMENTEL 1066 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,D65C11B75890,969144844,WWW.HOSPEDAJERENZO.COM,HOSPEDAJE.RENZO2016@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,003-2016,20160125,12,18,1.5,ACTIVO,20260609
EST-00125,10011467852,GARCIA GARCIA ALFONSO ENRIQUE,ALOJAMIENTO GRAN PAJATEN,JR. TAHUANTISUYO 167 BARRIO COMERCIO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,1F7EDD6413E7,42522532,NO REGISTRADO,FORESTAL_1388@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,176-2012,20121127,27,42,1.6,ACTIVO,20260609
EST-00126,20543667448,SERVICIOS TECNICOS Y COMERCIALES DEL PANAMA E.I.R.L. - SERVIPANAMA E.I R.L.,NO REGISTRADO,JR. ALFONSO UGARTE 1120 BARRIO LOS JARDINES,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,BC4EB7560F98,950548906,NO REGISTRADO,IVAN_BRC87@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,005-2016,20160823,14,29,2.1,ACTIVO,20260609
EST-00127,20488083016,BOUTIQUE ELEN LA CASA DE LAS NOVIAS E.I.R.L.,HOSPEDAJE LA NOVIA,JR. LIMA 898 BARRIO COMERCIO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,95A8773C794E,975731267,NO REGISTRADO,LANOVIA_OFICIAL@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,116-2016,20161215,55,55,1,ACTIVO,20260609
EST-00128,10165634450,SALDANA SANCHEZ JAIME IVAN,IMPERIO,AV. VIA DE EVITAMIENTO 612 BARRIO HUAYCO,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,C304A3F44A86,943603387,NO REGISTRADO,LUGUI1604@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,086-2017,20170628,18,27,1.5,ACTIVO,20260609
EST-00129,20494001951,CONSORCIO TURISTICO MARY E.I.R.L.,HOSPEDAJE MARY,JR. LOS LIRIOS S/N BARRIO LOS JARDINES,220901,22,SAN MARTIN,09,SAN MARTIN,01,TARAPOTO,82C682C47422,42525261,NO REGISTRADO,RASMABEL24@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,103-2015,20150622,22,44,2,ACTIVO,20260609
EST-00130,20608500678,APU SAMAY E.I.R.L.,APU SAMAY EIRL,JR. LA UNION S/N,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,A2EA0986E8EB,982033896,WWW.APUSAMAY.COM,APUSAMAY.HOSPEDAJE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,003-2024,20240322,7,14,2,ACTIVO,20260609
EST-00131,10401934729,CHUQUIZUTA VALQUI JARIB,ALOJAMIENTO SELVA DEL SOL II,JR. FAUSTINO MALDONADO 581,220801,22,SAN MARTIN,08,RIOJA,01,RIOJA,81B6DB5CE5C1,999999999,NO REGISTRADO,JARIB321@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,001-2016,20160217,18,18,1,ACTIVO,20260609
EST-00132,20600763661,IMPERIO CLUB HOSPEDAJE S.A.C.,IMPERIO HOSPEDAJE CLUB DISCO,PRLG LIBERTAD 206,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,EC45818A31B1,42342674,NO REGISTRADO,EXPOMUEBLES_SONIACLARA@HOTMAIL.COM,NO REGISTRADO,NO REGISTRADO,001-2017,20170425,15,15,1,ACTIVO,20260609
EST-00133,20610009337,MEGA AVENTURA E.I.R.L.,HOSPEDAJE ABISEO,JR. EDUARDO PENA MEZA 492,220601,22,SAN MARTIN,06,MARISCAL CACERES,01,JUANJUI,D690BD50CE50,942021979,W.W.W//HOSPEDAJEABISEO.COM/,HOSPEDAJEABISEO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,009-2023,20230515,30,60,2,ACTIVO,20260609
EST-00134,10198134371,VILLAVICENCIO ZUASNABAR LUIS ALBERTO,ZARAGOZA VILLA HOSPEDAJE,JR. INDEPENDENCIA 660,220101,22,SAN MARTIN,01,MOYOBAMBA,01,MOYOBAMBA,5E58AD34C6A4,949508233,NO REGISTRADO,ZARAGOZAVILLAHOSPEDAJE@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,001-2018,20180305,8,8,1,ACTIVO,20260609
EST-00135,20603107439,CORPORACION TURISTICA UCHURCO S.A.C.,VILLA LU AMAZON LODGE,PRLG ALERTA KM.03,220909,22,SAN MARTIN,09,SAN MARTIN,09,LA BANDA DE SHILCAYO,3E46BD2F9751,999907053,WWW.VILLALUAMAZONLODGE.COM,CORP.TURISTICA.UCHURCO@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,008-2023,20230515,12,32,2.7,ACTIVO,20260609
EST-00136,20602192203,SUMAJ LAGOON LODGE E.I.R.L.,SUMAJ LAGOON LODGE,JR. SECTOR TUCUNA S/N,220913,22,SAN MARTIN,09,SAN MARTIN,13,SAUCE,55AA52EE1E00,937538542,NO REGISTRADO,SUMAJRESERVAS@GMAIL.COM,NO REGISTRADO,NO REGISTRADO,006-2023,20230508,16,34,2.1,ACTIVO,20260609
